Age,Attrition,BusinessTravel,,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance rating ,YearsAtCompany,YearsSinceLastPromotion,satisfaction_level,salary,RetirementYear
32,0,Travel_Frequently,,Sales,8,Marketing,207,Female,43,3,Sales Executive,4,Single,8998,0,14,3,9,3,9,3,36%,medium,2037
41,0,Travel_Rarely,,Research & Development,14,Life Sciences,227,Male,56,1,Research Scientist,3,Divorced,2451,0,12,3,13,3,9,1,40%,medium,2021
40,0,Travel_Rarely,,Research & Development,4,Medical,253,Female,46,5,Manager,3,Married,19033,0,14,3,21,3,20,9,9%,medium,2003
45,0,Non-Travel,,Research & Development,2,Medical,264,Male,65,4,Manager,4,Married,16792,0,23,4,22,3,20,11,40%,medium,2003
32,1,Travel_Rarely,,Sales,4,Medical,291,Male,32,3,Sales Executive,4,Married,10400,0,11,3,14,2,14,9,37%,medium,2029
30,0,Non-Travel,,Research & Development,1,Life Sciences,292,Male,88,3,Manufacturing Director,3,Single,8474,0,22,4,12,3,11,5,44%,high,2014
37,0,Travel_Frequently,,Research & Development,11,Other,306,Male,47,3,Research Director,4,Divorced,12185,1,14,3,10,3,10,0,9%,low,2014
37,0,Travel_Frequently,,Sales,4,Marketing,311,Male,41,1,Sales Representative,4,Divorced,2793,0,17,3,13,3,9,5,92%,medium,2008
40,0,Travel_Rarely,,Research & Development,24,Technical Degree,335,Male,62,2,Research Scientist,4,Divorced,3319,0,17,3,9,3,9,4,74%,medium,2011
36,0,Non-Travel,,Research & Development,24,Life Sciences,419,Female,47,2,Laboratory Technician,2,Married,5674,0,15,3,11,3,9,0,9%,medium,2015
32,0,Travel_Rarely,,Sales,7,Life Sciences,420,Male,91,2,Sales Executive,3,Married,5484,0,14,3,13,2,13,4,89%,medium,2039
38,0,Travel_Rarely,,Research & Development,25,Life Sciences,421,Female,81,3,Research Director,2,Married,12061,0,17,3,19,3,10,0,9%,low,2030
30,0,Travel_Rarely,,Research & Development,28,Medical,441,Female,64,2,Research Scientist,4,Married,5775,0,13,3,11,3,10,1,27%,low,2031
39,0,Travel_Frequently,,Research & Development,1,Life Sciences,531,Male,52,5,Manager,3,Divorced,19197,1,14,3,21,3,21,1,10%,low,2015
60,0,Travel_Rarely,,Research & Development,7,Life Sciences,549,Female,41,5,Manager,1,Married,19566,0,11,3,33,1,29,11,10%,low,2014
30,0,Non-Travel,,Sales,22,Other,567,Female,69,3,Sales Executive,1,Married,8412,0,11,3,10,3,9,7,77%,low,2007
31,0,Travel_Rarely,,Research & Development,9,Life Sciences,581,Male,33,3,Manufacturing Director,2,Divorced,10648,0,25,4,13,4,13,0,90%,low,2025
33,1,Travel_Frequently,,Research & Development,3,Life Sciences,702,Male,70,1,Research Scientist,1,Single,3348,1,11,3,10,3,10,9,39%,low,2011
50,0,Travel_Rarely,,Research & Development,28,Medical,716,Male,74,1,Laboratory Technician,3,Married,3221,1,11,3,20,3,20,3,76%,low,2023
32,0,Travel_Frequently,,Research & Development,24,Life Sciences,772,Male,80,2,Laboratory Technician,4,Married,5309,0,15,3,10,3,10,4,10%,low,2032
42,0,Travel_Rarely,,Research & Development,29,Life Sciences,836,Male,98,2,Manufacturing Director,2,Married,4434,0,13,3,10,2,9,7,87%,low,2020
49,1,Travel_Rarely,,Sales,11,Marketing,840,Female,43,3,Sales Executive,4,Married,7654,0,18,3,9,4,9,7,38%,low,2001
27,0,Travel_Rarely,,Research & Development,5,Technical Degree,844,Male,42,3,Research Director,4,Divorced,12808,1,16,3,9,3,9,0,77%,low,2008
33,0,Travel_Rarely,,Sales,1,Medical,855,Male,48,2,Sales Executive,1,Divorced,4037,0,22,4,9,3,9,0,78%,low,2034
52,0,Travel_Frequently,,Research & Development,25,Medical,867,Female,81,4,Manufacturing Director,4,Married,13826,0,22,4,31,3,9,0,44%,low,2033
32,0,Travel_Frequently,,Sales,5,Life Sciences,889,Male,48,2,Sales Executive,2,Married,6524,0,14,3,10,3,10,5,38%,low,2008
36,0,Travel_Rarely,,Research & Development,14,Life Sciences,924,Male,68,2,Healthcare Representative,4,Married,6586,1,17,3,17,2,16,4,43%,low,2037
31,0,Non-Travel,,Sales,20,Marketing,947,Female,45,2,Sales Executive,3,Married,6932,0,13,3,9,2,9,0,39%,low,2013
36,0,Travel_Rarely,,Research & Development,2,Medical,958,Male,79,1,Laboratory Technician,3,Single,2519,0,21,4,16,3,11,3,88%,low,2014
52,0,Travel_Rarely,,Research & Development,1,Life Sciences,976,Male,70,4,Manager,4,Married,17099,0,15,3,26,2,9,7,45%,low,2033
33,0,Non-Travel,,Sales,17,Life Sciences,992,Male,38,4,Manager,3,Single,17444,0,11,3,10,3,10,6,40%,low,2036
45,0,Non-Travel,,Research & Development,23,Life Sciences,1002,Male,42,2,Laboratory Technician,1,Married,3633,1,15,3,9,3,9,0,36%,low,2026
36,0,Travel_Rarely,,Research & Development,12,Medical,1073,Female,51,3,Manufacturing Director,4,Single,8858,0,11,3,15,2,14,7,36%,low,2023
49,0,Travel_Rarely,,Sales,8,Technical Degree,1138,Male,56,4,Sales Executive,2,Married,13120,0,17,3,22,3,9,2,90%,low,2005
29,1,Travel_Rarely,,Sales,23,Life Sciences,1165,Female,45,3,Sales Executive,1,Married,7336,0,13,3,11,1,11,3,43%,low,2029
29,0,Travel_Rarely,,Research & Development,6,Medical,1192,Female,54,1,Laboratory Technician,4,Married,3131,0,13,3,10,3,10,0,89%,low,2023
37,0,Travel_Rarely,,Research & Development,1,Life Sciences,1196,Female,56,2,Manufacturing Director,4,Married,6474,0,13,3,14,2,14,3,10%,low,2007
33,0,Travel_Rarely,,Sales,10,Marketing,1268,Male,82,3,Sales Executive,3,Divorced,8380,1,14,3,10,3,9,0,37%,low,2007
34,0,Travel_Frequently,,Research & Development,19,Medical,1285,Female,46,2,Laboratory Technician,2,Divorced,4444,0,13,3,15,4,11,5,37%,low,2017
28,0,Non-Travel,,Research & Development,1,Life Sciences,1315,Female,55,2,Laboratory Technician,4,Married,6674,0,11,3,10,3,9,7,87%,low,2022
31,0,Non-Travel,,Sales,2,Life Sciences,1324,Female,57,3,Sales Executive,3,Divorced,9852,1,19,3,10,2,10,9,40%,low,2040
42,0,Non-Travel,,Research & Development,2,Life Sciences,1334,Male,37,4,Manager,3,Married,17861,1,13,3,21,2,20,2,90%,low,2023
40,0,Travel_Rarely,,Research & Development,2,Life Sciences,1346,Male,98,2,Research Scientist,4,Single,4661,0,13,3,9,3,9,8,37%,low,2034
34,0,Travel_Rarely,,Sales,15,Medical,1356,Female,66,2,Sales Executive,1,Single,6125,0,12,3,10,4,10,9,44%,low,2017
58,0,Travel_Rarely,,Research & Development,1,Medical,1423,Female,76,5,Research Director,1,Married,19701,1,21,4,32,3,9,1,85%,low,2026
31,1,Travel_Frequently,,Research & Development,1,Life Sciences,1459,Female,100,3,Manufacturing Director,2,Single,7446,0,11,3,10,3,10,4,78%,low,2018
40,0,Non-Travel,,Research & Development,8,Medical,1468,Male,55,3,Research Director,2,Divorced,13757,0,11,3,16,3,9,4,42%,low,2014
53,0,Travel_Rarely,,Research & Development,2,Medical,1472,Male,39,4,Research Director,2,Single,16598,0,12,3,35,2,9,8,92%,low,2023
34,0,Travel_Frequently,,Research & Development,15,Medical,1485,Male,71,4,Research Director,1,Divorced,17007,0,14,3,16,2,14,6,11%,low,2036
35,0,Travel_Rarely,,Research & Development,16,Life Sciences,1529,Female,91,3,Healthcare Representative,2,Single,8606,0,19,3,11,1,11,3,42%,low,2018
37,0,Travel_Rarely,,Research & Development,13,Medical,1543,Male,47,2,Research Scientist,4,Married,4285,0,17,3,10,3,10,3,48%,low,2024
42,0,Travel_Frequently,,Research & Development,2,Life Sciences,1547,Male,40,3,Healthcare Representative,4,Married,10124,1,14,3,24,1,20,13,83%,low,2007
45,0,Travel_Rarely,,Research & Development,1,Technical Degree,1553,Male,66,3,Healthcare Representative,2,Divorced,7441,0,12,3,10,3,10,7,40%,low,2033
30,1,Travel_Rarely,,Sales,1,Life Sciences,1562,Male,64,2,Sales Executive,1,Married,9714,0,11,3,10,3,10,6,43%,low,2024
38,0,Travel_Rarely,,Sales,14,Life Sciences,1582,Male,80,2,Sales Executive,2,Married,9924,0,11,3,10,3,9,7,43%,low,2026
50,0,Travel_Frequently,,Research & Development,20,Medical,1606,Male,41,4,Healthcare Representative,3,Married,11245,1,15,3,32,3,30,12,10%,low,2030
39,0,Travel_Rarely,,Research & Development,3,Medical,1627,Male,76,2,Laboratory Technician,3,Divorced,3069,0,15,3,11,3,10,0,10%,low,2004
34,0,Travel_Rarely,,Research & Development,3,Life Sciences,1658,Female,66,2,Research Scientist,2,Divorced,5433,0,12,3,11,3,11,7,37%,low,2006
54,0,Travel_Rarely,,Research & Development,22,Medical,1665,Female,91,4,Manager,3,Married,17426,0,25,4,36,3,10,4,38%,low,2018
41,0,Travel_Rarely,,Sales,6,Marketing,1708,Male,35,3,Sales Executive,3,Single,9241,0,12,3,10,3,10,8,40%,low,2031
39,0,Non-Travel,,Research & Development,1,Life Sciences,1737,Male,77,2,Laboratory Technician,4,Married,6472,1,15,3,9,3,9,5,89%,low,2029
40,0,Travel_Rarely,,Sales,7,Medical,1740,Male,88,5,Manager,2,Single,19833,0,14,3,21,2,21,12,45%,low,2026
33,0,Non-Travel,,Research & Development,4,Technical Degree,1771,Male,90,2,Research Scientist,2,Divorced,3055,0,15,3,11,2,9,1,37%,low,2032
36,0,Travel_Rarely,,Research & Development,10,Life Sciences,1790,Male,90,3,Healthcare Representative,1,Married,8321,1,13,3,15,3,12,5,46%,low,2027
33,0,Travel_Rarely,,Research & Development,8,Life Sciences,1798,Male,90,1,Research Scientist,1,Married,3143,0,19,3,14,3,10,7,87%,low,2005
34,0,Travel_Rarely,,Sales,8,Technical Degree,1823,Male,92,2,Sales Executive,3,Married,6799,0,21,4,10,3,10,4,11%,low,2010
29,0,Travel_Frequently,,Research & Development,20,Medical,1852,Male,40,1,Laboratory Technician,4,Married,3812,0,13,3,11,4,11,3,79%,low,2039
46,0,Travel_Rarely,,Research & Development,2,Life Sciences,1857,Male,82,3,Manufacturing Director,4,Divorced,8578,0,14,3,12,2,9,4,79%,low,2028
27,0,Travel_Rarely,,Sales,23,Medical,1864,Female,36,2,Sales Representative,3,Married,3540,0,21,4,9,3,9,5,19%,low,2032
31,0,Travel_Rarely,,Research & Development,20,Life Sciences,1881,Male,89,2,Laboratory Technician,3,Divorced,4197,0,11,3,10,3,10,0,87%,low,2032
45,0,Travel_Rarely,,Research & Development,25,Life Sciences,1888,Female,93,2,Manufacturing Director,4,Married,5906,0,13,3,10,2,9,3,60%,low,2033
34,0,Travel_Rarely,,Sales,1,Marketing,1950,Male,32,3,Sales Executive,4,Single,9888,0,21,4,14,2,14,2,44%,medium,2001
31,0,Travel_Frequently,,Research & Development,1,Life Sciences,1956,Male,48,2,Research Scientist,1,Married,5003,0,21,4,10,3,10,8,11%,medium,2029
35,0,Travel_Rarely,,Sales,7,Life Sciences,1962,Female,55,2,Sales Executive,4,Married,5204,1,11,3,10,3,10,0,42%,medium,2004
39,0,Travel_Rarely,,Sales,15,Marketing,1975,Male,77,4,Sales Executive,1,Single,13341,0,12,3,21,3,20,11,88%,medium,2029
40,0,Travel_Rarely,,Sales,2,Marketing,1986,Female,92,2,Sales Executive,2,Married,5677,0,14,3,15,3,11,5,11%,medium,2022
30,0,Travel_Rarely,,Research & Development,1,Medical,1989,Male,76,1,Laboratory Technician,2,Married,3748,0,13,3,12,2,12,1,46%,medium,2008
47,0,Non-Travel,,Research & Development,1,Medical,2000,Female,98,3,Research Director,2,Married,11957,0,18,3,14,1,13,5,82%,medium,2018
52,0,Non-Travel,,Sales,29,Life Sciences,2019,Male,40,1,Sales Representative,4,Divorced,3482,0,15,3,16,2,9,0,44%,medium,2017
49,0,Travel_Frequently,,Research & Development,8,Life Sciences,2,Male,61,2,Research Scientist,2,Married,5130,0,23,4,10,3,10,1,11%,medium,2037
33,0,Travel_Frequently,,Research & Development,3,Life Sciences,5,Female,56,1,Research Scientist,3,Married,2909,1,11,3,8,3,8,3,42%,medium,2001
32,0,Travel_Frequently,,Research & Development,2,Life Sciences,8,Male,79,1,Laboratory Technician,4,Single,3068,0,13,3,8,2,7,3,84%,medium,2033
38,0,Travel_Frequently,,Research & Development,23,Life Sciences,12,Male,44,3,Manufacturing Director,3,Single,9526,0,21,4,10,3,9,1,11%,medium,2011
36,0,Travel_Rarely,,Research & Development,27,Medical,13,Male,94,2,Healthcare Representative,3,Married,5237,0,13,3,17,2,7,7,45%,high,2016
42,0,Travel_Rarely,,Sales,8,Marketing,35,Male,48,2,Sales Executive,2,Married,6825,0,11,3,10,3,9,4,38%,low,2038
31,0,Travel_Rarely,,Research & Development,7,Life Sciences,76,Male,48,2,Laboratory Technician,4,Divorced,5915,0,22,4,10,2,7,1,38%,medium,2020
31,0,Travel_Rarely,,Research & Development,8,Life Sciences,98,Female,61,2,Manufacturing Director,4,Single,4424,0,23,4,11,3,11,1,44%,medium,2006
51,0,Travel_Rarely,,Sales,21,Marketing,120,Male,71,2,Sales Executive,4,Single,5441,1,22,4,11,1,10,1,11%,medium,2033
34,1,Travel_Frequently,,Research & Development,7,Life Sciences,147,Male,66,2,Laboratory Technician,3,Single,6074,1,24,4,9,3,9,0,81%,medium,2034
36,0,Travel_Frequently,,Sales,11,Technical Degree,154,Female,92,3,Sales Executive,4,Married,9738,0,14,3,10,3,9,2,9%,low,2038
30,0,Travel_Frequently,,Research & Development,23,Life Sciences,159,Male,96,1,Research Scientist,3,Divorced,2613,0,25,4,10,2,10,0,11%,low,2040
33,0,Non-Travel,,Sales,22,Marketing,160,Male,95,2,Sales Executive,2,Married,6146,0,13,3,8,4,7,0,81%,low,2036
31,1,Travel_Rarely,,Sales,6,Life Sciences,163,Male,76,2,Sales Executive,3,Married,6172,1,18,3,12,2,7,7,10%,low,2040
41,0,Travel_Rarely,,Sales,9,Life Sciences,176,Male,96,3,Sales Executive,3,Divorced,8189,1,13,3,12,3,9,0,74%,low,2025
26,0,Travel_Rarely,,Human Resources,25,Life Sciences,177,Female,61,1,Human Resources,3,Married,2942,0,23,4,8,3,8,5,9%,low,2016
32,0,Travel_Frequently,,Sales,9,Medical,195,Male,35,2,Sales Executive,4,Divorced,4668,0,17,3,9,4,8,0,82%,low,2025
40,0,Travel_Frequently,,Research & Development,26,Medical,202,Female,54,2,Research Scientist,2,Divorced,5605,0,11,3,20,3,20,2,10%,low,2038
53,0,Travel_Rarely,,Sales,6,Marketing,205,Male,34,2,Sales Representative,3,Married,2306,1,20,4,13,1,7,4,27%,low,2005
29,0,Non-Travel,,Research & Development,1,Technical Degree,208,Male,41,2,Manufacturing Director,3,Married,4319,0,13,3,10,3,10,0,83%,low,2005
36,0,Travel_Frequently,,Research & Development,3,Medical,238,Male,30,1,Laboratory Technician,2,Single,2088,0,12,3,13,2,8,7,10%,low,2036
33,0,Travel_Rarely,,Research & Development,14,Medical,252,Female,72,1,Research Scientist,2,Married,2756,0,13,3,8,3,8,1,38%,low,2012
51,0,Travel_Rarely,,Research & Development,3,Medical,258,Female,98,4,Healthcare Representative,2,Single,13734,0,18,3,21,3,7,1,40%,low,2040
27,0,Travel_Rarely,,Research & Development,9,Medical,260,Female,99,1,Research Scientist,2,Single,2279,0,16,3,7,2,7,0,11%,low,2013
37,0,Travel_Rarely,,Research & Development,21,Life Sciences,267,Male,65,1,Research Scientist,1,Married,3564,1,12,3,8,2,8,1,11%,low,2007
38,0,Travel_Rarely,,Research & Development,29,Technical Degree,273,Male,54,2,Manufacturing Director,4,Married,6261,0,18,3,9,1,7,1,82%,low,2013
49,0,Non-Travel,,Research & Development,18,Life Sciences,275,Male,92,2,Manufacturing Director,4,Divorced,6804,1,15,3,7,3,7,1,36%,low,2002
27,0,Travel_Frequently,,Sales,20,Life Sciences,293,Female,90,2,Sales Executive,3,Single,9981,0,14,3,7,3,7,0,40%,low,2025
45,0,Non-Travel,,Sales,6,Medical,302,Female,57,3,Sales Executive,4,Single,8865,0,12,3,23,3,19,12,87%,low,2039
35,0,Travel_Frequently,,Sales,1,Marketing,314,Female,92,3,Sales Executive,3,Single,8789,0,14,3,10,4,10,0,41%,low,2039
33,1,Travel_Rarely,,Research & Development,2,Life Sciences,328,Female,39,1,Laboratory Technician,1,Married,2707,0,20,4,13,4,9,1,11%,low,2029
52,0,Non-Travel,,Sales,2,Life Sciences,329,Male,79,5,Manager,3,Single,19068,1,18,3,33,4,33,15,10%,medium,2008
40,0,Travel_Rarely,,Research & Development,2,Medical,352,Male,49,5,Research Director,3,Divorced,19436,0,19,3,22,3,21,3,38%,medium,2015
38,0,Non-Travel,,Sales,2,Life Sciences,361,Male,39,2,Sales Executive,4,Married,5249,0,18,3,13,3,8,7,39%,medium,2025
46,0,Travel_Rarely,,Sales,2,Technical Degree,363,Female,75,4,Manager,2,Married,16872,1,12,3,28,2,7,7,40%,medium,2018
45,0,Travel_Rarely,,Research & Development,20,Medical,372,Male,79,4,Healthcare Representative,4,Married,13496,1,14,3,21,3,20,4,45%,medium,2010
47,1,Non-Travel,,Research & Development,29,Life Sciences,376,Male,88,3,Manager,2,Married,11849,1,12,3,10,2,10,9,74%,medium,2017
35,0,Travel_Rarely,,Research & Development,22,Life Sciences,381,Female,71,3,Manager,2,Divorced,11996,0,18,3,10,2,7,6,45%,medium,2011
29,0,Travel_Frequently,,Sales,2,Life Sciences,388,Male,44,2,Sales Executive,4,Single,4554,0,18,3,10,2,10,0,12%,medium,2015
55,0,Travel_Rarely,,Research & Development,20,Technical Degree,389,Male,37,2,Laboratory Technician,4,Married,5415,1,19,3,12,3,10,0,10%,medium,2032
26,1,Travel_Rarely,,Sales,4,Marketing,401,Male,48,2,Sales Executive,4,Single,5828,1,12,3,8,3,8,7,37%,medium,2037
31,0,Travel_Rarely,,Sales,7,Technical Degree,416,Male,100,2,Sales Executive,4,Married,6929,0,11,3,10,2,8,7,89%,medium,2035
43,0,Travel_Frequently,,Research & Development,10,Life Sciences,430,Female,33,1,Laboratory Technician,4,Single,2455,0,19,3,9,3,8,1,45%,medium,2010
31,0,Travel_Rarely,,Sales,7,Marketing,438,Male,73,2,Sales Executive,4,Divorced,7547,0,12,3,13,3,7,1,37%,high,2029
32,0,Travel_Rarely,,Research & Development,2,Medical,439,Female,74,2,Research Scientist,4,Single,5055,0,16,3,10,2,7,0,11%,low,2035
33,0,Travel_Frequently,,Sales,10,Marketing,446,Male,46,2,Sales Executive,4,Single,4682,0,14,3,9,2,7,0,41%,medium,2036
43,0,Travel_Frequently,,Research & Development,10,Life Sciences,448,Female,82,2,Laboratory Technician,3,Divorced,5257,0,11,3,9,4,9,0,10%,medium,2018
29,1,Travel_Rarely,,Research & Development,8,Other,454,Male,77,1,Laboratory Technician,1,Married,2119,1,11,3,7,2,7,0,10%,medium,2031
27,0,Travel_Rarely,,Sales,8,Marketing,458,Female,56,2,Sales Executive,2,Married,6214,0,18,3,8,3,8,0,11%,medium,2038
29,0,Travel_Rarely,,Sales,10,Marketing,463,Female,39,2,Sales Executive,2,Divorced,8268,1,14,3,7,3,7,1,40%,low,2011
37,0,Travel_Rarely,,Research & Development,6,Medical,474,Male,51,2,Research Scientist,1,Divorced,5974,1,13,3,13,3,7,6,41%,low,2019
26,0,Travel_Rarely,,Sales,1,Life Sciences,476,Male,57,2,Sales Executive,3,Married,5296,0,17,3,8,3,8,7,10%,low,2004
40,0,Travel_Rarely,,Research & Development,10,Life Sciences,483,Female,46,1,Laboratory Technician,3,Married,2213,1,13,3,10,3,7,1,73%,low,2023
41,1,Travel_Frequently,,Sales,4,Marketing,488,Male,56,2,Sales Executive,2,Single,9355,0,18,3,8,3,8,7,43%,low,2040
51,0,Travel_Rarely,,Sales,14,Life Sciences,500,Female,87,2,Sales Executive,4,Married,4936,0,11,3,18,2,7,0,37%,low,2006
37,0,Travel_Rarely,,Research & Development,14,Life Sciences,515,Female,95,1,Laboratory Technician,1,Divorced,3034,0,12,3,18,2,18,12,11%,low,2009
56,0,Travel_Frequently,,Sales,6,Life Sciences,532,Female,86,4,Sales Executive,1,Married,13212,0,11,3,36,2,7,7,40%,low,2002
41,0,Travel_Rarely,,Sales,1,Marketing,534,Male,49,3,Sales Executive,1,Married,8392,0,16,3,10,3,10,0,41%,low,2016
46,0,Travel_Rarely,,Research & Development,18,Medical,550,Female,87,2,Manufacturing Director,3,Divorced,4810,0,14,3,19,2,10,0,82%,low,2021
30,0,Non-Travel,,Research & Development,2,Medical,571,Female,49,1,Laboratory Technician,4,Single,2564,0,14,3,12,2,11,6,61%,low,2006
35,0,Travel_Rarely,,Research & Development,16,Life Sciences,586,Male,72,3,Healthcare Representative,3,Married,7632,1,12,3,10,3,8,0,11%,low,2015
48,0,Travel_Rarely,,Sales,2,Marketing,595,Female,37,2,Sales Executive,4,Married,4051,0,14,3,14,3,9,6,37%,low,2031
45,0,Travel_Rarely,,Sales,2,Other,606,Male,61,2,Sales Executive,2,Married,4805,0,19,3,9,4,8,3,41%,low,2020
26,1,Travel_Frequently,,Human Resources,17,Life Sciences,608,Female,58,1,Human Resources,3,Divorced,2741,1,11,3,8,2,7,1,37%,low,2032
41,0,Non-Travel,,Research & Development,2,Other,616,Female,62,2,Healthcare Representative,3,Single,6811,1,17,3,10,3,8,0,88%,low,2017
34,0,Travel_Rarely,,Sales,21,Life Sciences,621,Male,74,2,Sales Executive,4,Single,5337,0,12,3,10,3,10,5,10%,low,2028
31,0,Travel_Rarely,,Sales,6,Medical,653,Male,66,2,Sales Executive,4,Divorced,5460,0,22,4,13,4,7,5,44%,low,2003
43,0,Travel_Frequently,,Research & Development,9,Medical,663,Male,72,2,Laboratory Technician,3,Divorced,5679,1,13,3,10,3,8,4,38%,low,2006
53,0,Travel_Rarely,,Sales,1,Medical,682,Female,34,2,Sales Executive,1,Single,8381,0,20,4,18,4,14,8,11%,low,2027
37,0,Travel_Rarely,,Research & Development,3,Other,689,Male,36,3,Manufacturing Director,3,Married,9434,0,15,3,10,3,10,7,9%,low,2014
54,0,Travel_Rarely,,Human Resources,19,Medical,698,Male,88,3,Human Resources,2,Married,10725,0,15,3,16,4,9,7,45%,medium,2028
38,0,Travel_Rarely,,Sales,7,Marketing,709,Female,46,2,Sales Executive,4,Single,4028,0,20,4,8,3,7,0,10%,medium,2010
29,0,Travel_Frequently,,Research & Development,1,Life Sciences,710,Male,76,1,Research Scientist,4,Divorced,2720,0,18,3,10,3,10,2,45%,medium,2035
34,0,Travel_Rarely,,Research & Development,9,Medical,717,Female,46,3,Healthcare Representative,2,Single,8621,0,14,3,9,4,8,7,77%,medium,2029
39,0,Travel_Rarely,,Research & Development,2,Technical Degree,721,Female,80,2,Healthcare Representative,3,Single,4553,0,11,3,20,3,20,11,44%,medium,2033
32,0,Travel_Rarely,,Sales,10,Marketing,722,Male,55,2,Sales Executive,4,Single,5396,0,12,3,10,2,10,0,39%,medium,2010
38,0,Travel_Rarely,,Research & Development,1,Life Sciences,724,Female,33,2,Healthcare Representative,4,Single,7625,0,13,3,10,2,9,1,10%,medium,2017
